Betreiber,Anzeigename (Karte),Strasse,Hausnummer,Adresszusatz,Postleitzahl,Ort,Kreis/kreisfreie Stadt,Bundesland,Breitengrad,Laengengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichtung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4,Steckertypen5,P5 [kW],Public Key5,Steckertypen6,P6 [kW],Public Key6
Shell Deutschland GmbH,,Alsterkrugchaussee,431,,22335.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.62138,10.1,2022-11-17,360,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,,,,,,,,,,,,
Shell Deutschland GmbH,,Alsterkrugchaussee,431,,22335.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.62143,10.00971,2022-11-17,360,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Langenhorner Chaussee,53-61,,22335.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.638807,10.01319,2022-06-20,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Langenhorner Chaussee,53-61,,22335.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.638807,10.01319,2022-06-20,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Langenhorner Chaussee,53-61,,22335.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.638807,10.01319,2023-07-03,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Langenhorner Chaussee,53-61,,22335.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.638807,10.01319,2023-07-03,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
Hallenbau Fr. Schmitz GmbH &Co.Grundstuecksverwaltung KG,,Wesselblek,8,,22339.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.639394,10.057397,2023-12-18,"50,0",Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"50,0",,AC Typ 2 Steckdose,"22,0",,,,,,,,,,,,,
Shell Deutschland GmbH,,Harksheider Str.,35,,22399.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.662787,10.078729,2022-12-14,360,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Poppenbï¿½tteler Weg,126,,22399.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.649732,10.064419,2023-03-30,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Poppenbï¿½tteler Weg,126,,22399.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.649732,10.064419,2023-03-30,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
Comfortcharge GmbH,Comfort Charge,Tweeltenbek,23,,22417.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.67776,10.01808,2019-10-26,100,Schnellladeeinrichtung,4.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),100,,AC Typ 2 Steckdose,22,,AC Typ 2 Fahrzeugkupplung,22,,DC Fahrzeugkupplung Typ Combo 2 (CCS),100,,,,,,,
EnBW mobility+ AG und Co.KG ,,Tarpen,19,,22419.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.66491,9.99518,2022-12-08,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Tarpen,19,,22419.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.66491,9.99518,2022-12-08,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
Comfortcharge GmbH,Comfort Charge,Kollaustr.,128,,22453.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.611306,9.957694,2019-09-08,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
Lidl Dienstleistung GmbH & Co. KGe,Lidl,Pinnebergerstr.,16,LDE_3067_22739,22457.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.632702,9.907909,2020-11-20,50,Schnellladeeinrichtung,3.0,AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung,22,,AC Typ 2 Fahrzeugkupplung; DC Fahrzeugkupplung Typ Combo 2 (CCS),50,,AC Typ 2 Fahrzeugkupplung; DC CHAdeMO,50,,,,,,,,,,
Pfalzwerke AG,Pfalzwerke AG,Holsteiner Chaussee,49,,22523.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.614194,9.905872,2020-06-24,93,Schnellladeeinrichtung,2.0,AC Typ 2 Fahrzeugkupplung,43,,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,50,,,,,,,,,,,,,
Shell Deutschland GmbH,,Schnackenburg Allee,12,,22525.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5734,9.91931,2020-12-23,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Shell Deutschland GmbH,,Schnackenburg Allee,12,,22525.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5734,9.91931,2020-12-23,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Shell Deutschland GmbH,,Volksparkstrasse,44-46,,22525.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.592114,9.921419,2021-09-13,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Shell Deutschland GmbH,,Volksparkstrasse,44-46,,22525.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.592114,9.921419,2021-09-13,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Lidl Dienstleistung GmbH & Co. KGe,Lidl,Kielerstr.,310,LDE_1880_22746,22525.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.585278,9.933303,2020-11-20,50,Schnellladeeinrichtung,3.0,AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung,22,,AC Typ 2 Fahrzeugkupplung; DC Fahrzeugkupplung Typ Combo 2 (CCS),50,,AC Typ 2 Fahrzeugkupplung; DC CHAdeMO,50,,,,,,,,,,
EWE Go GmbH,EWE Go GmbH,Luruper Hauptstr.,97,,22547.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.58787,9.875287,2023-03-09,160,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),160,,DC Fahrzeugkupplung Typ Combo 2 (CCS),160,,,,,,,,,,,,,
Kaufland Dienstleistung GmbH & Co. KG,Kaufland,Eckhoffplatz,1,KLAND_8170_1225004440001,22547.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.591154,9.87507,2023-03-23,72,Schnellladeeinrichtung,3.0,AC Typ 2 Steckdose,22,,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,30,,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,30,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Rugenbarg,252,,22549.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.58572,9.87224,2023-03-22,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Rugenbarg,252,,22549.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.58572,9.87224,2023-03-22,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Rugenbarg,252,,22549.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.58572,9.87224,2023-03-22,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Rugenbarg,252,,22549.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.58572,9.87224,2023-03-22,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
Comfortcharge GmbH,Comfort Charge,Rissener Busch,23,,22559.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.57955,9.76399,2020-02-13,100,Schnellladeeinrichtung,4.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),100,,AC Typ 2 Steckdose,22,,AC Typ 2 Fahrzeugkupplung,22,,DC Fahrzeugkupplung Typ Combo 2 (CCS),100,,,,,,,
Hamburger Energiewerke Mobil GmbH,HEnW-Mobil,Elbchaussee,564,,22587.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.559759,9.814603,2021-11-12,150,Schnellladeeinrichtung,3.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,AC Typ 2 Steckdose,22,,,,,,,,,,
Hamburger Energiewerke Mobil GmbH,HEnW-Mobil,Oesterleystr.,2,,22587.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.560692,9.810623,2021-12-17,150,Schnellladeeinrichtung,3.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,AC Typ 2 Steckdose,22,,,,,,,,,,
Lidl Dienstleistung GmbH & Co. KGe,Lidl,Osdorfer Landstrasse,8-10,LDE_3869_22745,22607.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.570421,9.876441,2020-11-20,50,Schnellladeeinrichtung,3.0,AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung,22,,AC Typ 2 Fahrzeugkupplung; DC Fahrzeugkupplung Typ Combo 2 (CCS),50,,AC Typ 2 Fahrzeugkupplung; DC CHAdeMO,50,,,,,,,,,,
BP Europa SE,Aral Pulse,Osdorfer Landstrasse,26,,22607.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.570474,9.871881,2023-06-30,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Osdorfer Landstrasse,26,,22607.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.570474,9.871881,2023-06-30,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Osdorfer Landstrasse,25,,22607.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.570519,9.871886,2023-06-30,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
Tesla Germany GmbH,,Osdorfer Landstrasse,131-135,,22609.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5716060,9.8608330,2023-04-05,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",049B2A0058C958EF96B077BA307E82792A156BF2E5E2AE31E115EB6304B6CDDBA581E2C1B93630ED6C8EBCF76059C391A9FB346F57913AA488642B6A3FAABEE225,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Osdorfer Landstrasse,131-135,,22609.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5716060,9.8608330,2023-04-05,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04D04355D7A69F176FDF9C5F003AC1641ED9FD51FA0112BA180C7E34CEC208671633AC3C1EB39F31BAD043E395D323C88EBEB5750906C6BA1AF55FECE866FCCB1F,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Osdorfer Landstrasse,131-135,,22609.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5716060,9.8608330,2023-04-05,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04799624300EF8090D81EAC5D7AD5FD0A9A25E1621313B1EF6AD229341726C653A7C7933BBDA06B9D2BCA0F13DEF376F02C218950147BC57B5A5BB99303E12B17B,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Osdorfer Landstrasse,131-135,,22609.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5716060,9.8608330,2023-04-05,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",0470C2CBB77EC2DD9970CC5788D032EC9390934C1560EE123D1FF24BA6F912CBF7D54E4A23E1CBBB4BF5342A3212EA9CF17986277424BC939BA2CF5C2B63D1BF6E,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Osdorfer Landstrasse,131-135,,22609.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5716060,9.8608330,2023-04-05,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04151E219EBE7A24360FA76A22EF45EEE4DBACEF88569FF9046359A0E417A270D2460976BDBA9734E04D5EF408BCA78BA6B66A9CB713ADD9BD456EC88F764A4475,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Osdorfer Landstrasse,131-135,,22609.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5716060,9.8608330,2023-04-05,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",040602DFAD44FE604B5BAA8330BC6DE3932FD6C4D126BC26B01798E7FD2029A2B11F38CE5C029CBB1A0B776790C224E3C5EDC749DE7E66B9BFBDF25A469C5E3258,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Osdorfer Landstrasse,131-135,,22609.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5716060,9.8608330,2023-04-05,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",047C378FC5D232DA76D7797D0B68C957F29869CF533C553A0BFEC73A291F9BBD65086BB6236269775EFE8C77B105AF4F601879A2EC909D90C78ABD9D9904C39033,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Osdorfer Landstrasse,131-135,,22609.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5716060,9.8608330,2023-04-05,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",0449E5E41D54BF0459B275A2A2A1E30E9099D188DA7C198B0328CA08C31A0D773328ED8D5FE04760BC78E63A1C89F3A26F8135BE9A2722330DF0229131719DEFBD,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Osdorfer Landstrasse,131-135,,22609.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5716060,9.8608330,2023-04-05,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04E757DA4B94357FF6DB3D6287C71F2D826968B5127AB5082E37EE9CFC9C77C8036BFB39B54BDEF1CF4CF341A6BF1926DC753A1CD1417FE2576E1C57D8799443E9,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Osdorfer Landstrasse,131-135,,22609.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5716060,9.8608330,2023-04-05,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04792F6361613B50395E9F7F779C8E65F7A01A14BF993E58AF51871E19212F010BA82E6E9C5922B1BBF4F467877397BC485B6BCE14B4371C611598FF487B672A93,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Osdorfer Landstrasse,131-135,,22609.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5716060,9.8608330,2023-04-05,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04447F5549B921DEA91D903DA1079B3B3CC5D8488FE2AB24781CBD54D9D6ED63B9DEC418E766644B254604662CBE5FAD0B29BCEF775789B2E3CDB26D6297E4CAE9,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Osdorfer Landstrasse,131-135,,22609.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5716060,9.8608330,2023-04-05,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04A3AB3ABFDD6788F16F4284A4A8881DEB837547C45131F440386166A0743A7859378420C462E893BEEDC8B409D868FCFD0D8071A50673257DEB6858BFFA3704B9,,,,,,,,,,,,,,,
Jolt Energy GmbH,Jolt Energy GmbH,Theodorstr.,1,,22761.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.566037,9.896715,2023-01-11,320,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),160,,DC Fahrzeugkupplung Typ Combo 2 (CCS),160,,,,,,,,,,,,,
Jolt Energy GmbH,Jolt Energy GmbH,Theodorstr.,1,,22761.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.565985,9.89613,2023-12-17,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
EWE Go GmbH,EWE Go GmbH,Stresemannstrasse,354,,22761.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.563574,9.924089,2021-09-02,160,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
Couche-Tard Deutschland GmbH & Co.KG,Circle K Deutschland,Andreas- Meyer- Strasse,63,,22761.0,Hamburg/ Moorfleet,Kreisfreie Stadt Hamburg,Hamburg,53.514264,10.089733,2020-11-12,122,Schnellladeeinrichtung,3.0,AC Typ 2 Steckdose,22,,DC Fahrzeugkupplung Typ Combo 2 (CCS),50,,DC Fahrzeugkupplung Typ Combo 2 (CCS),50,,,,,,,,,,
Lidl Dienstleistung GmbH & Co. KGe,Lidl,Bahrenfelder Chausee,41,LDE_1422_22747,22761.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.564737,9.914826,2021-02-09,50,Schnellladeeinrichtung,3.0,AC Typ 2 Fahrzeugkupplung; DC Fahrzeugkupplung Typ Combo 2 (CCS),50,,AC Typ 2 Fahrzeugkupplung; DC CHAdeMO,50,,AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung,22,,,,,,,,,,
BP Europa SE,Aral Pulse,Stresemannstrasse,329,,22761.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.563814,9.925584,2023-02-28,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
Hamburger Energiewerke Mobil GmbH,HEnW-Mobil,Daimlerstr.,3,,22763.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.556545,9.921305,2022-03-30,150,Schnellladeeinrichtung,3.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,AC Typ 2 Steckdose,22,,,,,,,,,,
Lidl Dienstleistung GmbH & Co. KGe,Lidl,Behringstr.,154,LDE_1406_22748,22763.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.557086,9.903002,2020-11-20,50,Schnellladeeinrichtung,3.0,AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung,22,,AC Typ 2 Fahrzeugkupplung; DC Fahrzeugkupplung Typ Combo 2 (CCS),50,,AC Typ 2 Fahrzeugkupplung; DC CHAdeMO,50,,,,,,,,,,
Hamburger Energiewerke Mobil GmbH,HEnW-Mobil,Felicitas-Kukuck-Str.,11,,22765.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.559246,9.937826,2023-09-29,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
Shell Deutschland GmbH,,Kï¿½nigstrasse,22,,22767.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.54856,9.94419,2021-03-19,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Shell Deutschland GmbH,,Kï¿½nigstrasse,22,,22767.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.54856,9.94419,2021-03-19,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Comfortcharge GmbH,Comfort Charge,Langenfelder Str.,122,,22769.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.56874,9.94522,2020-01-25,100,Schnellladeeinrichtung,4.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),100,,AC Typ 2 Steckdose,22,,AC Typ 2 Fahrzeugkupplung,22,,DC Fahrzeugkupplung Typ Combo 2 (CCS),100,,,,,,,
